10E010,1110,1100,00,000000,ELEMENTARY TEACHERS KING,810000,810000.00,618228.10,827617.00,796615.78
10E011,1110,1100,00,000000,ELEMENTARY TEACHERS THOMAS PAI,700750,700750.00,570615.22,703925.00,708205.00
10E000,1110,1130,00,000000,TEACHER AIDES DISTRICT,20000,20000.00,,20000.00,
10E001,1110,1130,00,000000,AIDES & CLERKS - LEAL,,,983.50,,
10E003,1110,1130,00,000000,AIDES & CLERKS DR WILLIAMS,20000,20000.00,24983.99,20000.00,
10E004,1110,1130,00,000000,AIDES & CLERKS WILEY,20000,20000.00,8374.05,20000.00,
10E007,1110,1130,00,000000,AIDES & CLERKS YANKEE RIDGE,15000,15000.00,29902.16,15000.00,564.70
10E011,1110,1130,00,000000,AIDES & CLERKS THOMAS PAINE,,,23348.17,,15879.67
10E000,1110,1180,00,000000,SUPPLEMENTAL PAY - ELEM,35000,35000.00,28423.57,25000.00,11214.98
10E000,1110,1180,24,000000,TEACHER CIA ADDITIONAL DUTY,,,,7000.00,
10E000,1110,1200,00,000000,SUB. TEA. - YEAR LONG PROJECT,,,65.00,,
10E001,1110,1200,00,000000,SUBSTITUTE TEACHERS LEAL,,,,,3107.50
10E006,1110,1200,00,000000,SUBTITUTE TEACHERS UECS,,,,,1027.50
10E011,1110,1200,00,000000,SUBSTITUTE TEACHERS THOMAS PAI,,,,,884.00
10E000,1110,1230,00,000000,SUB TEACHERS AIDES,,,7490.00,,
10E001,1110,1230,00,000000,SUB AIDES & CLERKS - LEAL,,,3571.50,,
10E003,1110,1230,00,000000,SUB AIDES & CLERKS DR WILLIAMS,,,840.00,,
10E004,1110,1230,00,000000,SUB AIDES & CLERKS WILEY,,,1197.00,,
10E007,1110,1230,00,000000,SUB AIDES & CLERKS YANKEE RIDG,,,2167.00,,91.13
10E010,1110,1230,00,000000,SUB AIDES & CLERKS KING,,,3806.00,,
10E011,1110,1230,00,000000,SUB AIDES & CLERKS THOMAS PAIN,,,2371.00,,1022.00
10E000,1110,1260,00,000000,SUBSTITUTES OUTSIDE BILLING,,,472.50,,-1400.00
10E001,1110,1270,00,000000,SUBSTITUTES LEAL,30000,30000.00,31537.63,10000.00,11955.00
10E003,1110,1270,00,000000,SUBSTITUTES DR WILLIAMS,30000,30000.00,30262.72,10000.00,4775.00
10E004,1110,1270,00,000000,SUBSTITUTES WILEY,30000,30000.00,28476.84,15000.00,6935.00
10E007,1110,1270,00,000000,SUBSTITUTES YANKEE RIDGE,30000,30000.00,33826.43,25000.00,12051.50
10E010,1110,1270,00,000000,SUBSTITUTES KING,30000,30000.00,37741.83,30000.00,15187.50
10E011,1110,1270,00,000000,SUBSTITUTES THOMAS PAINE,30000,30000.00,23895.69,30000.00,4875.00
10E000,1110,2160,00,000000,BD SHARE THIS,1000,1000.00,380.94,1000.00,220.04
10E000,1110,2160,24,000000,BD SHARE THIS,150,150.00,,150.00,
10E001,1110,2160,00,000000,BD SHARE THIS,13816,13816.00,10107.90,18624.00,17953.74
10E003,1110,2160,00,000000,BD SHARE THIS,12953,12953.00,10864.88,18108.00,18607.58
10E004,1110,2160,00,000000,BD SHARE THIS,11045,11045.00,9927.78,15442.00,15283.37
10E006,1110,2160,00,000000,BLANK,,,,,6.79
10E007,1110,2160,00,000000,BD SHARE THIS,15400,15400.00,12475.95,20066.00,19674.13
10E010,1110,2160,00,000000,BD SHARE THIS,12720,12720.00,9566.34,17877.00,16929.79
10E011,1110,2160,00,000000,BD SHARE THIS,11002,11002.00,9172.34,15205.00,15318.55
10E000,1110,2170,00,000000,EMPLOYERS SHARE 0.0058,,,167.76,,59.74
10E001,1110,2170,00,000000,EMPLOYER SHARE TRS,5104,5104.00,3939.03,5001.00,4872.53
10E003,1110,2170,00,000000,EMPLOYERS SHARE 2.2,4785,4785.00,4649.19,4862.00,5041.38
10E004,1110,2170,00,000000,EMPLOYERS SHARE .0058,4080,4080.00,3857.44,4147.00,4146.88
10E006,1110,2170,00,000000,BLANK,,,,,4.28
10E007,1110,2170,00,000000,EMPLOYERS SHARE .0058,5688,5688.00,4790.52,5388.00,5428.36
10E010,1110,2170,00,000000,EMPLOYERS SHARE .0058,4700,4700.00,3698.80,4800.00,4618.28
10E011,1110,2170,00,000000,EMPLOYERS SHARE .0058,4064,4064.00,3447.88,4083.00,4114.79
10E000,1110,2210,00,000000,LIFE INSURANCE,,,0.50,,
10E001,1110,2210,00,000000,LIFE,250,250.00,75.30,250.00,112.39
10E003,1110,2210,00,000000,LIFE,250,250.00,109.57,250.00,143.52
10E004,1110,2210,00,000000,LIFE,250,250.00,99.41,250.00,119.24
10E007,1110,2210,00,000000,LIFE,250,250.00,160.68,250.00,180.92
10E010,1110,2210,00,000000,LIFE,250,250.00,94.78,250.00,140.40
10E011,1110,2210,00,000000,LIFE,250,250.00,104.88,250.00,140.30
10E000,1110,2220,00,000000,MEDICAL INSURANCE,1310020,,360.72,,
10E001,1110,2220,00,000000,MEDICAL,45000,45000.00,33527.64,55000.00,42420.00
10E003,1110,2220,00,000000,MEDICAL,95000,95000.00,50113.28,105000.00,92920.00
10E004,1110,2220,00,000000,MEDICAL,70000,70000.00,46965.15,68000.00,65145.11
10E007,1110,2220,00,000000,MEDICAL,80000,80000.00,70952.45,77000.00,76760.00
10E010,1110,2220,00,000000,MEDICAL,70000,70000.00,48631.24,77000.00,66660.00
10E011,1110,2220,00,000000,MEDICAL,75000,75000.00,47975.00,82000.00,69185.05
10E001,1110,2290,00,000000,EMPLOYEE BENE. ALLOW.,10000,10000.00,8249.98,10000.00,10000.00
10E003,1110,2290,00,000000,EMPLOYEE BENE. ALLOW.,2750,2750.00,2750.00,2500.00,
10E004,1110,2290,00,000000,EMPLOYEE BENE. ALLOW.,8250,8250.00,4215.93,7500.00,5000.00
10E007,1110,2290,00,000000,EMPLOYEE BENE. ALLOW.,13750,13750.00,13448.56,7500.00,11265.27
10E010,1110,2290,00,000000,EMPLOYEE BENE. ALLOW.,8250,8250.00,2750.00,7500.00,7478.00
10E011,1110,2290,00,000000,EMPLOYEE BENE. ALLOW.,8250,8250.00,5500.00,7500.00,6458.31
10E000,1110,5400,24,000000,TIF TECHNOLOGY,50000,50000.00,33338.79,50000.00,43985.93
10E008,1120,1100,00,000000,TEACHER SAL REG MID SCHL,3130000,3130000.00,2719496.85,3091000.00,3166381.69
10E008,1120,1130,00,000000,TA SALARY REG - MIDDLE SCHOOL,6000,6000.00,,6000.00,50.75
10E008,1120,1180,00,000000,SUPPLEMENTAL PAY UMS,90000,90000.00,74772.80,30000.00,88615.93
10E008,1120,1260,00,000000,SUBSTITUTES DISTRICT UMS,,,125.00,,
10E008,1120,1270,00,000000,SUBSTITUTES SICK UMS,50000,50000.00,176896.25,50000.00,26550.00
10E008,1120,2000,00,000000,BLANK,,,,,-2.78
10E008,1120,2160,00,000000,BD SHARE THIS,49141,49141.00,43921.09,66766.00,68461.91
10E008,1120,2170,00,000000,EMPLOYERS SHARE .0058,18154,18154.00,17195.09,17928.00,19026.45
10E008,1120,2210,00,000000,LIFE,1000,1000.00,426.76,1000.00,509.01
10E008,1120,2220,00,000000,MEDICAL,250000,250000.00,212085.30,300000.00,257047.35
10E008,1120,2290,00,000000,EMPLOYEE BENE. ALLOW.,30000,30000.00,21534.32,20000.00,23389.00
10E008,1121,1180,00,000000,LUNCH PAY UMS,,,2642.45,,
10E008,1121,2160,00,000000,BD SHARE THIS,,,15.81,,
10E008,1121,2170,00,000000,EMPL 2.2,,,5.85,,
10E008,1122,3100,00,000000,UMS ILLINOIS VIRTUAL SCHOOL,,,,,-450.00
10E009,1130,1100,00,000000,TEACHER SAL REG HS,4500000,4500000.00,3666494.22,4320000.00,4231596.31
10E009,1130,1130,00,000000,AIDES & CLERKS HS,50000,50000.00,,43284.00,45542.56
10E009,1130,1180,00,000000,SUPPLEMENTAL PAY UHS,145000,145000.00,111369.38,55000.00,142181.20
10E009,1130,1270,00,000000,SUB TEACHERS SICK- UHS,100000,100000.00,166231.53,100000.00,30622.54
10E009,1130,2160,00,000000,BD SHARE THIS,75000,75000.00,59760.45,93312.00,92640.22
10E009,1130,2170,00,000000,EMPLOYERS SHARE .0058,27525,27525.00,22663.00,25056.00,25527.26
10E009,1130,2210,00,000000,LIFE,1000,1000.00,524.63,1000.00,633.87
10E009,1130,2220,00,000000,MEDICAL,340000,340000.00,271590.51,340000.00,328201.60
10E009,1130,2290,00,000000,EMPLOYEE BENE. ALLOW.,30000,30000.00,28711.01,30000.00,27750.00
10E009,1131,1100,00,000000,UHS ALTERN PROG-APEX SALARIES,15000,15000.00,,15000.00,19316.00
10E009,1131,1270,00,000000,UHS ALTERN PROGRAM-APEX SUBS,,,,,4620.00
10E009,1131,2160,00,000000,BD SHARE THIS,,,,,459.75
10E009,1131,2170,00,000000,BD SHARE EMPL 2.2,,,,,138.83
10E009,1131,2210,00,000000,BLANK,,,,,1.67
10E009,1131,2220,00,000000,BLANK,,,,,1415.50
10E009,1131,3100,00,000000,UHS ALTERNATIVE PROG-APEX,9000,9000.00,9000.00,9350.00,9000.00
10E023,1300,1110,00,000000,ADULT EDUC ADMIN SALARIES,212339,212339.00,141821.42,204097.00,205479.56
10E023,1300,2160,00,000000,BOARD SHARE THIS,2300,2300.00,2186.61,3000.00,3018.47
10E023,1300,2170,00,000000,EMPLOYER TRS,843,843.00,807.76,800.00,810.52
10E023,1300,2210,00,000000,LIFE INSURANCE,10,10.00,8.97,30.00,20.40
10E023,1300,2220,00,000000,ADULT ED ADMIN MEDICAL,21000,21000.00,11822.00,21000.00,18772.00
10E009,1400,4100,00,000000,SUMMER YOUTH EMPLOY SUPPLIES,2500,2500.00,,2500.00,-5000.03
10E000,1465,1100,26,000000,EXECUTIVE INTERNSHIP COORD SAL,20100,20100.00,16528.56,,18899.94
10E000,1465,1270,26,000000,BLANK,,,80.25,,
10E000,1465,2160,26,000000,BD SHARE THIS,316,316.00,260.11,,408.32
10E000,1465,2170,26,000000,EMPLOYER SHARE .0058,117,117.00,96.36,,109.58
10E000,1465,2210,26,000000,LIFE INSURANCE,3,3.00,2.28,,2.88
10E000,1465,2290,26,000000,EBA,825,825.00,825.00,,750.00
10E000,1465,3100,26,000000,CONSTRUCTION EDUCATION,500,500.00,,500.00,
10E000,1500,3320,00,000000,CONTRIBUTION TO COCURRICULAR A,10000,10000.00,3300.00,10000.00,5346.91
10E000,1512,1120,28,000000,SECRETARY ATHLETIC,10760,10760.00,10310.27,10716.00,10597.05
10E000,1512,1250,28,000000,ATHL SAL-TIME KEEPER/SCORER SP,10000,10000.00,8078.96,5000.00,1541.50
10E000,1512,2160,28,000000,BD SHARE THIS,200,200.00,80.36,200.00,26.00
10E000,1512,2170,28,000000,EMPL 2.2,100,100.00,29.52,100.00,6.94
10E000,1512,2210,28,000000,LIFE,6,6.00,2.76,6.00,2.87
10E000,1512,2220,28,000000,MEDICAL,2000,2000.00,1742.25,2000.00,1875.00
10E000,1512,3170,28,000000,ATHLETIC CONTR HIGH SCHOOL,5000,5000.00,1800.00,5000.00,808.26
10E000,1512,3180,28,000000,ATHLETIC CONTRACT TRAINER,5850,5850.00,,5850.00,1613.50
10E000,1512,3190,28,000000,ATHLETIC CONTRACTUAL SECURITY,6000,6000.00,63.54,6000.00,
10E000,1512,3320,28,000000,TRAVEL SCOUTING,500,500.00,,500.00,294.40
10E000,1512,3330,28,000000,IHSA POST-SEASON TRAVEL,3000,3000.00,3456.85,3000.00,452.49
10E000,1512,3430,28,000000,ATHLETIC TELEPHONE/FAX,1000,1000.00,660.24,1000.00,656.64
10E000,1512,4150,28,000000,ATHLETIC SUPPLIES - ATH DIRECT,450,450.00,402.73,450.00,10.99
10E000,1512,4160,28,000000,ATHLETIC MISC SUPPLIES,2760,2760.00,2759.99,2760.00,432.86
10E000,1512,4180,28,000000,ATHLETIC SUPP AWARDS & TROPHIE,2217,2217.00,2689.02,2217.00,3059.53
10E000,1512,4190,28,000000,ATHLETIC SUPP - FIRST AID/TRAI,1200,1200.00,996.82,1200.00,419.37
10E000,1512,5400,28,000000,ATHLETICS EQUIPMENT,12000,12000.00,11789.36,13980.00,15313.59
10E000,1512,6400,28,000000,ATHLETIC DUES,2000,2000.00,1625.00,,
10E000,1512,6410,28,000000,BIG 12 CONF DUES,800,800.00,800.00,900.00,800.00
10E000,1513,1150,28,000000,ATHLETIC SAL COACHES FOOTBALL,35000,35000.00,29505.25,30000.00,34387.00
10E000,1513,2160,28,000000,BD SHARE THIS,400,400.00,188.10,400.00,405.15
10E000,1513,2170,28,000000,EMPLOYER 2.2,100,100.00,69.48,100.00,108.80
10E000,1513,3190,28,000000,CONTRACT SER FOOTBALL,3000,3000.00,1200.00,3000.00,100.00
10E000,1513,4150,28,000000,ATHLETIC CLEANING REPAIRS FOOT,7500,7500.00,5218.95,7500.00,
10E000,1513,4160,28,000000,ATHLETIC SUPPLIES FOOTBALL,4500,4500.00,4499.98,4500.00,2876.30
10E000,1514,1150,28,000000,ATHLETIC SAL COACHES BASKETBAL,37000,37000.00,31753.00,30000.00,36536.00
10E000,1514,2160,28,000000,BD SHARE THIS,300,300.00,112.86,300.00,253.20
10E000,1514,2170,28,000000,EMPLOYER 2.2,90,90.00,41.67,90.00,68.00
10E000,1514,3190,28,000000,ATHLETIC CONTRACT SER BASKETBA,10000,10000.00,6295.00,6500.00,3053.28
10E000,1514,4150,28,000000,ATHLETIC SUPPLIES BASKETBAL-BO,750,750.00,822.00,750.00,742.75
10E000,1514,4160,28,000000,ATHLETIC SUPPLIES BASKETBALL-G,750,750.00,750.00,750.00,733.69
10E000,1515,1150,28,000000,ATHLETIC SAL COACHES WRESTLING,11000,11000.00,12781.00,11000.00,12114.00
10E000,1515,2160,28,000000,BD SHARE THIS,120,120.00,112.84,120.00,151.91
10E000,1515,2170,28,000000,EMPLOYER 2.2,50,50.00,41.72,50.00,40.80
10E000,1515,3190,28,000000,ATHLETIC CONTRACT SER WRESTLIN,800,800.00,1695.00,800.00,415.00
10E000,1515,4150,28,000000,ATHLETIC SUPPLIES WRESTLING,600,600.00,599.99,600.00,599.40
10E000,1516,1150,28,000000,ATHLETIC SAL COACHES TRACK & C,35000,35000.00,42138.00,30000.00,42984.00
10E000,1516,2160,28,000000,BD SHARE THIS,400,400.00,451.41,400.00,599.26
10E000,1516,2170,28,000000,EMPLOYER 2.2,150,150.00,166.81,150.00,160.95
10E000,1516,3190,28,000000,ATHLETIC CONTRACT SER TRACK &,1000,1000.00,1025.00,1000.00,515.00
10E000,1516,4150,28,000000,ATHLETIC SUPPLIES BOYS TRACK,600,600.00,351.23,600.00,592.93
10E000,1516,4160,28,000000,ATHLETIC SUPPLIES GIRLS TRACK,600,600.00,145.90,600.00,567.53
10E000,1516,4170,28,000000,ATHLETIC SUPPLIES CROSS COUNTR,600,600.00,,600.00,597.60
10E000,1517,1150,28,000000,ATHLETIC SAL COACHES BASEBALL,8200,8200.00,5592.00,7700.00,8206.00
10E000,1517,2160,28,000000,BD SHARE THIS,30,30.00,,30.00,75.96
10E000,1517,2170,28,000000,EMPLOYER 2.2,10,10.00,,10.00,20.40
10E000,1517,3190,28,000000,ATHLETIC CONTRACT SER BASEBALL,2720,2720.00,787.50,2720.00,1323.00
10E000,1517,4150,28,000000,ATHLETIC SUPPLIES BASEBALL,650,650.00,650.00,650.00,524.54
10E000,1518,1150,28,000000,ATHLETIC SAL COACHES GOLF,5000,5000.00,4793.00,3982.00,4689.00
10E000,1518,2160,28,000000,BD SHARE THIS,,,75.24,,
10E000,1518,2170,28,000000,EMPL 2.2,,,27.80,,
10E000,1518,4150,28,000000,ATHLETIC SUPPLIES GOLF,300,300.00,1021.00,300.00,1000.00
10E000,1520,1150,28,000000,ATHLETIC SAL COACHES SWIMMING,22000,22000.00,22767.00,20000.00,16804.00
10E000,1520,2160,28,000000,BD SHARE THIS,,,111.96,,118.16
10E000,1520,2170,28,000000,EMPL 2.2,,,41.35,,31.72
10E000,1520,3190,28,000000,ATHLETIC CONTRACT SER SWIMMING,400,400.00,1030.00,400.00,650.00
10E000,1520,4150,28,000000,ATHLETIC SUPPLIES BOYS SWIMMIN,300,300.00,298.57,300.00,247.75
10E000,1520,4160,28,000000,ATHLETIC SUPPLIES GIRLS SWIMMI,300,300.00,264.23,300.00,299.42
10E000,1521,1150,28,000000,ATHLETIC SAL COACHES TENNIS,11000,11000.00,14378.00,11000.00,10159.50
10E000,1521,2160,28,000000,BD SHARE THIS,50,50.00,225.84,50.00,219.50
10E000,1521,2170,28,000000,EMPLOYER 2.2,20,20.00,83.41,20.00,58.94
10E000,1521,4150,28,000000,ATHLETIC SUPPLIES BOYS TENNIS,300,300.00,298.48,300.00,-3.34
10E000,1521,4160,28,000000,ATHLETIC SUPPLIES GIRLS TENNIS,300,300.00,299.99,300.00,299.86
10E000,1522,1150,28,000000,ATHLETIC SAL COACHES VOLLEYBAL,10000,10000.00,11114.00,10000.00,15240.00
10E000,1522,2160,28,000000,BD SHARE THIS,50,50.00,174.48,50.00,135.00
10E000,1522,2170,28,000000,EMPLOYER 2.2,20,20.00,82.56,20.00,36.30
10E000,1522,3190,28,000000,ATHLETIC CONTRACT SER VOLLEYBA,1500,1500.00,1475.00,1500.00,845.00
10E000,1522,4150,28,000000,ATHLETIC SUPPLIES VOLLEYBALL,600,600.00,557.75,600.00,600.00
10E000,1523,1150,28,000000,ATHL SPONSORS SAL - CHEERLEADE,8113,8113.00,9186.00,8113.00,8966.58
10E000,1523,2160,28,000000,BD SHARE THIS,160,160.00,144.20,160.00,126.60
10E000,1523,2170,28,000000,EMPL 2.2,20,20.00,53.20,20.00,34.00
10E000,1523,4150,28,000000,CHEERLEADING SUPPLIES,600,600.00,449.65,600.00,595.00
10E000,1524,1150,28,000000,ATHLETICS SAL COACH SOCCER,19000,19000.00,21169.00,19000.00,18587.79
10E000,1524,2160,28,000000,BD SHARE THIS,300,300.00,163.02,300.00,177.26
10E000,1524,2170,28,000000,EMPLOYER 2.2,120,120.00,60.19,120.00,47.54
10E000,1524,3190,28,000000,ATHLETICS CONTRACT SER SOCCER,2800,2800.00,2352.00,2800.00,3330.00
10E000,1524,4150,28,000000,ATHLETIC SUPL BOYS SOCCER,650,650.00,450.00,650.00,
10E000,1524,4160,28,000000,ATHLETIC SUPPL GIRLS SOCCER,650,650.00,486.06,650.00,
10E000,1526,1150,28,000000,ATHLETIC SAL SOFTBALL,8000,8000.00,9187.00,8000.00,8597.00
10E000,1526,2160,28,000000,BD SHARE THIS,70,70.00,56.42,70.00,67.50
10E000,1526,2170,28,000000,EMPL 2.2,,,20.86,,18.12
10E000,1526,3190,28,000000,CONT SERVICE SOFTBALL,2200,2200.00,1362.50,2200.00,1450.00
10E000,1526,4150,28,000000,ATHLETIC SUPPLIES SOFTBALL,650,650.00,647.03,650.00,844.91
10E000,1530,1100,30,000000,MUSIC SALARIES,413500,413500.00,348948.66,392625.00,400618.60
10E000,1530,1130,30,000000,MUSIC TEACHERS AIDE,25187,25187.00,26990.05,23746.00,25217.78
10E000,1530,1180,30,000000,MUSIC SUPPLEMENTAL PAY,80000,80000.00,72978.98,75000.00,81491.00
10E000,1530,1270,30,000000,MUSIC SICK LEAVE,5000,5000.00,15950.00,5000.00,365.00
10E000,1530,2160,30,000000,BD SHARE THIS,8000,8000.00,6623.05,8480.00,10256.44
10E000,1530,2170,30,000000,EMPLOYERS SHARE .0058,2862,2862.00,2488.66,2277.00,2754.45
10E000,1530,2210,30,000000,LIFE,75,75.00,63.08,115.00,74.78
10E000,1530,2220,30,000000,MEDICAL,48480,48480.00,40905.10,43000.00,48480.10
10E000,1580,1150,28,000000,GIRLS 7 BASKETBALL-SAL,8250,8250.00,3195.00,3000.00,7034.00
10E000,1580,2160,28,000000,BD SHARE THIS,,,50.19,,
10E000,1580,2170,28,000000,EMPLOYER 2.2,,,18.55,,
10E000,1580,3190,28,000000,UMS GIRLS BASKETBALL-OFFICIALS,1200,1200.00,1440.00,1200.00,600.00
10E000,1581,1150,28,000000,GIRLS 8 BASKETBALL-SAL,3474,3474.00,3195.00,3474.00,
10E000,1582,1150,28,000000,BOYS 7 BASKETBALL-SAL,4000,4000.00,3994.00,3600.00,3908.00
10E000,1582,3190,28,000000,UMS BOYS BASKETBALL-OFFICIALS,1500,1500.00,1980.00,1200.00,1050.00
10E000,1583,1150,28,000000,BOYS 8 BASKETBALL-SAL,3500,3500.00,3994.00,3500.00,3908.00
10E000,1584,1150,28,000000,7/8 GIRLS & BOYS TRACK-SAL,8000,8000.00,9586.00,8000.00,8988.00
10E000,1584,2160,28,000000,BD SHARE THIS,50,50.00,87.72,50.00,109.65
10E000,1584,2170,28,000000,EMPL 2.2,20,20.00,32.40,20.00,29.45
10E000,1586,6400,28,000000,MIDDLE SCHOOL-ASSOC. FEES,410,410.00,1300.00,410.00,960.00
10E000,1587,1150,28,000000,VOLLEY BALL COACH UMS,4357,4357.00,9586.00,4357.00,8597.00
10E000,1587,2160,28,000000,BD SHARE THIS,62,62.00,106.58,62.00,135.04
10E000,1587,2170,28,000000,EMPLOYER 2.2,26,26.00,39.42,26.00,36.28
10E000,1588,1250,28,000000,MS ATHL SAL-TIME KEEPER/SCORER,5000,5000.00,2947.80,5000.00,1838.25
10E000,1588,2160,28,000000,THIS,,,15.54,,18.60
10E000,1588,2170,28,000000,EMPL 2.2,,,5.74,,4.98
10E000,1588,3180,28,000000,ATHLETIC CONTR MS,3010,3010.00,1935.00,3010.00,740.00
10E000,1588,4100,28,000000,ATHLETIC SUPPLIES UMS,500,500.00,,500.00,
10E000,1589,1150,28,000000,UMS CROSS COUNTRY COACH,6000,6000.00,7189.00,6000.00,6643.00
10E000,1589,2160,28,000000,BD SHARE THIS,50,50.00,62.72,50.00,84.40
10E000,1589,2170,28,000000,EMPL 2.2,19,19.00,23.16,19.00,22.68
10E000,1589,4100,28,000000,UMS CROSS COUNTRY SUPPLIES,1000,1000.00,680.00,1000.00,110.00
10E000,1590,1150,28,000000,UMS BASEBALL COACHES,2084,2084.00,3195.00,2084.00,3126.00
10E000,1590,3190,28,000000,UMS BASEBALL OFFICIALS,1000,1000.00,1060.00,1000.00,540.00
10E000,1591,1150,28,000000,UMS SOFTBALL COACHES,2084,2084.00,,2084.00,
10E000,1591,3190,28,000000,UMS SOFTBALL OFFICIALS,1000,1000.00,980.00,1000.00,980.00
10E000,1592,1150,28,000000,UMS CHEERLEADING COACH SAL,,,3128.98,,
10E000,1592,2160,28,000000,BLANK,,,5.23,,
10E000,1592,2170,28,000000,BLANK,,,1.93,,
10E000,1601,1600,38,000000,UHS SUMMER SCHL - TEACH SALARY,,,,15000.00,6050.00
10E000,1601,2160,38,000000,BD SHARE THIS,,,,300.00,130.68
10E000,1601,2170,38,000000,TRIP,,,,75.00,35.13
10E000,1602,1600,27,000000,MS SUMMER SCHOOL TEACHERS,,,,8975.00,6040.00
10E000,1602,1610,27,000000,MS SUMMER SCHOOL ADMIN SAL,,,,2700.00,1750.00
10E000,1602,1620,27,000000,MS SUMMER SCHOOL SECRETARY,,,,1080.00,
10E000,1602,1630,25,000000,K-5 SUMMER SCHOOL TEACH ASSIST,,,,3500.00,
10E000,1602,1630,27,000000,SUMMER ACADEMY TEACH ASSIST,,,,200.00,1008.00
10E000,1602,2160,27,000000,MS SUMMER SCHOOL THIS,,,,150.00,168.27
10E000,1602,2170,27,000000,MS SUMMER SCHOOL EMPL 2.2,,,,50.00,45.18
10E000,1603,1600,27,000000,MS ACHIEVEMENT TEACHERS,,,,5000.00,2600.00
10E000,1603,1610,27,000000,MS ACHIEVEMENT ADMIN,,,,1000.00,280.00
10E000,1603,2160,27,000000,BLANK,,,,,62.22
10E000,1603,2170,27,000000,BLANK,,,,,16.70
10E000,1603,4100,27,000000,MS ACHIEVEMENT SUPPLIES,,,,2000.00,394.83
10E000,1700,0000,00,000000,INVENTORY ADJ,,,-927.83,,3023.67
10E008,1999,4100,00,000000,UMS ACTIVITY FUNDS,90000,90000.00,,90000.00,
10E009,1999,4100,00,000000,UHS ACTIVITY FUNDS,310000,310000.00,,310000.00,
10E008,2110,1190,00,000000,TAOEP SEA  OVERAGE-SALARY,,,,349050.00,227665.97
10E008,2112,1130,00,000000,STUDENT RELATIONS SUPR-UMS,185000,185000.00,175843.20,185000.00,183963.98
10E009,2112,1130,00,000000,STUDENT RELATIONS SUPR-UHS,200000,200000.00,221692.89,225000.00,182866.57
10E009,2112,2170,00,000000,EMPL 2.2,,,89.16,,106.08
10E008,2112,2210,00,000000,LIFE,100,100.00,81.83,100.00,74.58
10E009,2112,2210,00,000000,LIFE,125,125.00,84.55,125.00,63.88
10E008,2112,2220,00,000000,MEDICAL INSURANCE,25000,25000.00,30645.74,22000.00,24240.20
10E009,2112,2220,00,000000,MEDICAL,40000,40000.00,36174.12,50000.00,37659.21
10E008,2112,2290,00,000000,EMPLOYEE BENE. ALLOW.,5500,5500.00,5500.00,5000.00,5000.00
10E009,2112,2290,00,000000,EBA,5500,5500.00,5500.00,5000.00,2500.00
10E000,2112,3160,24,000000,SKYWARD STUDENT LICENSE FEES,73000,73000.00,8100.00,85000.00,83447.25
10E000,2119,1160,00,000000,UMS CROSSING GUARD,500,500.00,2604.80,500.00,
10E008,2122,1100,00,000000,COUNSELING SAL - MID SCHL,214800,214800.00,133946.80,205300.00,203947.42
